person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
32,59000,1,2.2099157946426393,2,1,3500,12.714488313437599,0.06,0,7,1
21,25000,3,1.2418420234756868,4,0,10000,11.367273556622072,0.4,0,3,1
23,31164,2,0.35656645643197615,1,1,13000,12.687468749128108,0.42,0,2,1
22,29000,3,5.737725934634846,3,0,10000,7.342454813073031,0.34,0,2,1
22,21600,3,1.0,0,2,2389,15.272165259931127,0.10949198482010691,0,3,1
24,63544,0,7.926203016562519,1,1,2536,11.44035372259055,0.04073796983437481,0,4,1
24,161962,0,5.0,0,3,25085,15.993508504091851,0.15017082883968813,0,2,1
25,62500,3,2.0,1,3,12000,16.77,0.19,0,3,1
26,30000,3,7.7858523005693305,0,1,10975,9.989234648789347,0.36892926150284666,0,9,1
26,16697,1,2.63430547265258,2,0,3934,12.092798330833041,0.23341423631836855,0,3,1
24,51985,3,7.940330971705042,0,2,20000,15.547369271332672,0.3802983451414748,0,2,1
26,28896,3,0.0,1,2,3000,13.848355299646201,0.1,0,4,1
27,51000,3,5.912883299448454,3,0,17000,9.003662641010607,0.33,0,5,1
22,29773,3,5.053321892094246,3,3,8000,12.796447044941633,0.27,0,3,1
36,34996,3,0.0,0,2,7000,16.682643039550655,0.2,0,16,1
23,39000,3,2.0,2,3,10000,15.2,0.26,0,3,1
40,58655,0,14.920120855783088,3,1,12000,11.211571713218353,0.17047927486530148,0,15,1
24,68619,1,2.1426043898586578,2,3,8000,14.500363294136868,0.11238263740094229,0,2,1
36,7829,3,8.401393765128129,2,2,1424,14.006487342614696,0.18240371670700833,0,7,1
29,102999,2,2.4663159970732087,3,4,20000,17.323636465312127,0.19,0,4,1
31,48000,0,4.766784355479894,1,2,1464,14.24155475269734,0.03,1,9,1
26,69000,3,0.46317097242009986,3,3,3380,16.199575547170774,0.05115792743105025,1,6,1
24,50000,3,7.445355797947773,4,1,16000,11.554575480458002,0.32,0,2,1
33,30000,3,2.1680061921210125,1,0,11995,9.083126749411903,0.4,0,7,1
27,82438,3,8.625091360021816,4,4,16665,18.982780514247285,0.18987527408006546,0,7,1
22,59000,1,2.9323591136540337,2,3,12000,10.99,0.2,0,3,1
29,81000,0,5.0,0,4,12000,10.99,0.15,0,7,1
26,56000,1,6.062057726872137,0,0,10000,9.844836707665118,0.18,0,5,1
27,78541,0,10.731699189954721,1,0,9000,10.319247974886803,0.11,0,5,1
27,48996,2,1.5742611165068339,1,3,10000,15.06524505194042,0.2,0,4,1
21,33999,3,5.948190314573797,4,1,5000,10.959950382452803,0.15,0,3,1
36,61987,2,15.309205189898284,1,2,25000,12.95082218164644,0.38107238443030517,1,11,1
22,76425,3,3.491254708657442,1,2,20000,14.259745233227093,0.26,1,4,1
23,37067,0,7.902974960922888,1,0,10000,10.858045946855128,0.27,0,2,1
29,158910,2,1.6323098424372893,2,3,25000,14.502943475070012,0.1581863223972919,0,7,1
27,35000,3,4.0,0,2,14743,13.609418102358081,0.4197521552011031,0,6,1
25,31004,3,6.010609290083266,2,2,8000,12.612600764263442,0.26,0,3,1
28,29000,3,7.767718764821353,2,1,13825,13.288452104648634,0.47535437529642705,0,8,1
22,30000,3,3.1785298767167576,1,3,6400,15.992738233744278,0.21,0,2,1
23,29000,0,5.0,0,1,9000,11.87157590870804,0.31,0,5,1
23,15787,3,0.0,4,3,1675,14.993293926878158,0.10974783102791326,0,4,1
23,114713,2,2.185596206685995,2,5,24000,19.93266510049357,0.18061865402228663,1,3,1
30,116000,0,3.195642198153,3,2,5000,12.192905201231333,0.04,0,4,1
30,34000,3,1.1794737971419709,0,0,7500,9.512262057606089,0.22,0,4,1
23,29061,3,1.6004914067128335,4,3,6150,15.286963157157153,0.21,0,4,1
22,56260,0,5.671192479602849,0,3,12000,16.234102721532484,0.20506788719404273,0,3,1
50,57990,2,2.4053600678702125,3,3,1511,18.737425409837208,0.03,0,23,1
28,81460,3,2.0,3,3,20000,16.461257649207308,0.25,1,7,1
21,44000,3,5.0,0,1,8427,11.780008152683514,0.18854995923658244,0,2,1
23,74180,1,6.0,1,1,5000,12.695788530401316,0.07,0,3,1
37,54000,2,2.0474167753418757,3,3,14007,11.06150449721555,0.26009483355068375,0,16,1
24,9903,3,4.602725923840753,3,1,1750,11.86910638023324,0.17602725923840754,0,3,1
22,34000,2,5.356862998052404,2,1,2417,11.079804098636682,0.07,0,4,1
23,62937,3,0.6299400789230429,2,3,16000,15.635784352321474,0.2311017976323087,0,3,1
25,32000,3,4.5721724583669,1,2,11893,13.929148095202123,0.375721724583669,0,3,1
24,87600,2,2.2000960727241132,2,0,15000,9.373704096009732,0.17,0,4,1
23,43908,0,5.297974847565072,0,2,22829,16.33435897864567,0.5214898742378253,0,3,1
25,30000,3,2.5333275659951084,2,2,6573,13.750659197963666,0.22,0,3,1
23,39000,3,1.2574629543591562,0,3,10000,13.708357791199717,0.26,0,3,1
23,55000,3,4.0,1,2,25000,14.166063253408376,0.45,0,3,1
22,29940,3,0.710274443405513,4,3,6000,15.20382264284449,0.2,0,2,1
22,36000,3,3.9745894299925224,0,3,6502,17.44705613668736,0.18012705285003738,1,2,1
24,79525,2,2.249088031341655,4,2,7500,16.80730277359457,0.09,0,4,1
31,55166,1,9.532267218316807,1,1,7000,10.889174937951623,0.13,0,8,1
35,66047,3,1.9407497296026186,3,3,9968,15.944530429735874,0.14686416756799126,1,10,1
37,54000,2,1.4770110225602566,4,1,5630,12.86390771579218,0.10261494488719872,0,13,1
23,46000,3,4.91225897627623,0,2,20000,14.244323874302044,0.43,1,3,1
29,15000,3,3.103830564463002,4,1,4036,11.78803425240501,0.27183971760743836,0,5,1
28,48757,3,6.080410570516992,3,2,15000,13.504525224007683,0.31,1,6,1
25,28161,3,2.0159942797133388,3,1,8700,10.354307729985113,0.31,0,6,1
31,44314,0,2.361560322115301,3,1,2000,12.896301734519058,0.05,0,5,1
24,18000,3,5.38241354972878,2,0,6000,10.665623994339981,0.33,0,2,1
24,36000,3,6.764419408949175,0,0,13000,8.822451744785617,0.36,0,3,1
22,17262,2,0.0,1,3,3481,11.227512086618388,0.1993830854893029,0,4,1
22,48658,3,0.6150950313376139,4,1,20000,11.475471490598716,0.41,0,4,1
32,39997,0,0.8196495555694099,1,3,15000,15.325712758904197,0.38,0,7,1
24,114190,3,1.6802593934735137,2,5,24319,18.520824337194988,0.19278962426105944,0,3,1
24,65116,3,2.3215197382042536,2,1,23322,12.94698202541531,0.33968213449686996,0,3,1
24,35969,1,5.0,0,1,1264,12.546982196429735,0.0366122365499047,0,3,1
23,74836,3,0.163375573952103,4,2,15000,13.909821193820374,0.2,0,2,1
31,29002,3,6.982737654335613,0,1,10000,13.823055197516414,0.34,0,7,1
23,56185,3,3.9046033735174435,2,3,20000,14.945102746937497,0.3047698313241278,0,3,1
35,54085,0,17.40916990065859,0,3,25000,15.587954150496707,0.46,1,13,1
25,36157,3,0.6310977912992992,4,1,5000,11.22888646845071,0.14,0,4,1
29,61000,0,8.007508427215125,2,1,15000,10.600265312821024,0.25,0,9,1
28,16909,1,5.061719872030692,0,0,4375,9.112311572454628,0.26,0,5,1
25,49459,3,1.6788252194547437,4,3,8271,11.69016102158866,0.16678825219454746,1,4,1
35,49069,0,3.503764844733378,0,3,8001,15.384667859775057,0.16,1,13,1
23,66171,3,4.283946167405427,2,3,25000,15.84572738824519,0.34567892334810857,1,3,1
25,39000,3,4.857204337311696,3,3,15061,15.565006455417727,0.3830953405621862,0,2,1
27,55286,0,2.192611573086012,3,1,10000,12.221259166155795,0.18,0,5,1
23,26343,3,3.4358796988609543,2,0,8892,7.481693759989892,0.3414103007528476,0,4,1
22,36000,3,3.0,5,2,15000,14.545259933762658,0.42,0,3,1
24,8263,3,4.0,1,0,3327,7.494062882194901,0.40270653540721185,0,2,1
27,224910,0,10.686691509514452,1,3,9134,16.860930871990536,0.0404475835578365,0,7,1
24,54000,0,8.497781465779061,2,1,3479,13.831686086007913,0.06699556293155813,0,4,1
25,39000,3,7.308029015294413,1,2,3000,12.20499408769402,0.08,1,2,1
23,54000,3,0.5564719642723632,0,3,7000,15.89447231279991,0.13,1,3,1
22,6000,2,0.6199774063799428,4,1,1390,13.234318211095392,0.2319977406379943,0,2,1
26,52766,1,4.346764205541545,3,1,4000,10.648851990528936,0.07306471588916909,0,3,1
21,19200,3,0.0,2,2,3000,10.99,0.16,0,2,1
22,75993,0,7.986518872821866,0,1,6000,11.486629718205467,0.08,0,2,1
31,45410,2,3.964096797981505,4,1,15004,12.186283060353237,0.33,0,5,1
26,48000,2,0.5115490756340448,2,2,6914,13.244409146782896,0.14829483641455318,0,8,1
30,14063,3,2.9779929601148094,0,0,4782,7.948934856399772,0.34,0,5,1
28,15806,3,3.1473529098385464,2,0,2428,9.925428552859236,0.15431568606559032,0,8,1
38,14400,2,3.514825049242428,3,0,3457,11.899524253661623,0.23828391650252523,0,9,1
26,91888,2,1.1171228210241857,4,3,5888,15.5107383850965,0.06776575435795164,0,2,1
22,19830,2,4.0,2,2,6800,14.322989914271584,0.34,0,2,1
24,59000,3,4.012726976620222,1,2,15000,14.984986422117506,0.25,0,2,1
30,32000,2,1.0,4,3,2583,10.433151689443472,0.08,0,5,1
26,19966,3,1.3479988539121632,1,1,10000,10.635905529873813,0.5,0,6,1
23,19200,2,1.683332814904269,2,0,6000,8.885625524909427,0.31,0,2,1
37,56231,1,5.688957972576816,1,2,7000,13.840295450931425,0.12537791594515363,0,10,1
22,53952,0,6.810652844763367,1,1,21202,12.317279168284127,0.3904733678880916,0,2,1
29,48555,3,2.58374688930217,4,1,15000,11.06080232265438,0.31,0,8,1
26,42000,3,7.805999127556655,3,3,12207,14.770805846398563,0.29,0,8,1
24,36000,3,1.360152331455088,4,1,8000,13.14283262133245,0.22,0,3,1
26,52000,3,0.28760655931106793,4,1,23025,13.29227049047364,0.44143803279655536,0,8,1
24,64000,3,6.042448057461693,1,3,7931,15.04334787705839,0.1286320686535167,0,3,1
28,39000,3,4.328997049878307,2,3,10000,14.675929498479313,0.26,0,6,1
26,14519,3,5.077761006767067,2,1,5000,12.65341601652624,0.34307412997744313,0,4,1
26,16800,2,1.2921380614985916,1,1,5000,11.955873200970197,0.3,0,5,1
22,29845,3,2.447863212153978,2,3,7000,16.07517960716263,0.23447863212153977,0,2,1
29,61049,3,2.0474783359880933,3,3,15000,15.007003552628213,0.24810086656047625,1,8,1
28,69000,0,9.57894876845434,1,0,4271,11.028755072112364,0.06492822839231424,0,4,1
26,22581,1,1.6517639121106604,4,2,5848,14.142846677813116,0.26,0,6,1
29,19992,3,3.2573633028485696,1,4,2123,16.151304489575196,0.10742636697151431,0,8,1
27,31180,3,5.098849529266612,3,1,15000,11.746966395416045,0.48,0,8,1
26,42000,3,7.096309859932358,3,2,18000,14.545850563306427,0.43,1,5,1
23,50000,3,5.685109813307172,0,3,18171,15.569544229772747,0.36,0,3,1
25,20744,3,2.4279238504284546,1,1,10596,12.095294636350744,0.5104805076638104,0,5,1
24,34619,3,2.412238156520959,3,1,16841,11.090998348347636,0.4841223815652096,0,5,1
22,88166,3,5.029036033247468,4,0,28323,9.377588091564029,0.3232365465558418,0,3,1
31,24696,3,1.0,1,0,9600,7.142158895130837,0.3899969720965907,0,9,1
22,34322,3,0.644807020241299,1,2,16000,12.746722629515407,0.46677596489879347,0,3,1
22,59000,3,3.6846552145206592,3,4,16000,16.34049741105616,0.27,0,2,1
23,19200,2,0.5080554544303704,1,0,6000,10.07559385238925,0.31,0,3,1
24,33996,3,2.023557267457522,1,3,5000,14.967577587698838,0.15,0,4,1
22,27657,1,0.0,2,3,1000,16.187183961066605,0.04,1,3,1
24,49000,0,0.0,2,1,5000,12.18,0.1,0,3,1
22,75000,0,6.686427010925956,3,2,25000,14.377905091025257,0.33,0,3,1
25,16049,2,3.624796001292143,2,1,3000,13.142038450841081,0.19,0,4,1
22,34404,3,2.0,1,3,7500,15.05,0.22,0,2,1
31,112482,2,4.223362077605289,2,3,12129,17.001918095528485,0.11,0,5,1
27,59000,2,4.243033011506769,3,1,18000,12.898887424988082,0.31,0,8,1
24,58998,0,3.394902281984779,3,2,3000,15.768103218211872,0.05,1,3,1
35,14400,2,1.1580562792149163,0,2,5528,13.396787676222376,0.3857902813960746,0,9,1
23,76843,0,0.21636951773455504,0,5,7200,20.37936793814645,0.09,0,2,1
33,29000,3,0.0,2,2,10000,13.06,0.34,1,7,1
31,19200,3,0.2732857407861158,0,1,4000,12.4577071203318,0.21,0,8,1
29,23032,3,4.868351639112455,5,0,14002,7.982356600590066,0.6093417581955622,0,5,1
23,32000,3,3.762545247904879,5,3,5000,14.015609340612523,0.16,0,4,1
28,18000,2,4.005622886271363,0,0,6400,10.353300027774052,0.36,0,5,1
25,30000,3,3.5958977186021315,0,1,12000,11.093835908744085,0.4,0,3,1
27,60623,0,5.8474520271222685,0,2,14000,14.999892490252021,0.23,0,9,1
21,33004,3,2.404854971975539,1,2,10779,12.20368442682159,0.3289878625700612,0,3,1
24,24000,3,1.2339300879604498,1,3,3538,15.385705880346356,0.15,0,4,1
26,60000,0,4.338493314828628,2,2,8264,13.251279704836087,0.13661506685171373,0,6,1
23,49000,0,0.22736996253662012,3,1,5000,12.07768351685852,0.1,0,3,1
45,81117,0,1.4710585935430038,0,1,7164,9.849222158027695,0.09117764648385751,0,14,1
43,552111,0,4.0,3,3,21538,13.851218832087241,0.033845724236676394,1,14,1
26,238000,2,9.16816978060804,1,2,10982,15.314012399071473,0.04592926617912898,0,5,1
35,37874,3,3.2292963331325852,1,1,13000,12.049214139424704,0.34,0,9,1
24,116766,1,4.410236016287568,3,2,5000,12.311071323515849,0.04,1,3,1
38,32000,3,4.317621210536728,3,1,10000,13.129347882083605,0.31,0,13,1
32,55321,1,2.1231467758030176,3,3,9943,15.054829039928261,0.18,1,10,1
30,26393,1,4.051886311775268,1,1,7316,12.395736018255107,0.27779245475289893,0,7,1
23,59255,1,1.0,2,1,20000,13.313881863599127,0.31464920039201205,0,4,1
21,12000,0,4.83791700618845,0,3,3241,15.000872255929606,0.27,0,2,1
28,29978,3,3.8002783372196483,2,1,1500,9.952550485390269,0.05,0,10,1
24,43101,3,5.287786973573194,0,3,18000,13.999770421141443,0.41469683853367595,1,2,1
27,32000,3,0.23974798034864941,0,1,15000,11.332839611898569,0.47,0,6,1
24,66105,3,9.0,1,0,24013,7.46737402650942,0.35725962097296543,0,2,1
26,47000,3,4.735038643050923,3,0,16500,9.89930510909851,0.35,0,6,1
30,10000,2,1.2802541721077598,2,0,3250,9.045988241185428,0.33,0,9,1
30,34000,3,0.0,0,3,2400,15.57,0.07,0,5,1
23,47345,3,4.227945347190769,2,3,10000,16.44688957660286,0.21,1,3,1
23,61071,3,1.864747344724655,0,3,3972,15.996618683618117,0.06864747344724656,0,4,1
24,36874,2,0.3062413051619748,3,0,8000,10.225855792350664,0.22,0,4,1
26,58544,0,4.5576470976784025,3,0,13948,7.386470481384393,0.2058980386976213,0,4,1
34,300976,0,12.579329525150596,2,4,16262,18.523179343221432,0.054206704748494046,1,10,1
25,32000,3,1.0,3,3,6000,12.92,0.19,0,2,1
24,31800,1,1.4364230672002103,1,2,10000,12.93732819605353,0.31,0,3,1
28,90759,1,8.671453963920387,3,1,17493,13.284488399050776,0.18312387723712104,0,7,1
21,38147,3,3.5269524145989943,2,1,13407,10.307722848058273,0.35631738103649746,0,3,1
25,24000,3,1.0,3,0,8500,7.871454759327641,0.35,0,2,1
24,18000,3,5.0,2,2,3000,15.27,0.17,0,2,1
37,32400,3,1.1165328205921263,0,1,10000,10.376401010512568,0.31,0,12,1
30,64371,0,2.4864405008052124,0,1,19040,12.717126983115987,0.2948644050080521,0,8,1
28,63046,3,3.8027580967438217,2,1,25000,11.141061487385642,0.4,0,8,1
23,43000,1,5.719881289799206,1,3,10000,16.835277150955182,0.23,0,2,1
24,36000,3,6.251985704295713,3,1,12000,9.034090944915084,0.33,0,3,1
26,61577,3,1.426274552519069,4,2,7472,13.598727487928995,0.11573725447480931,0,4,1
25,125276,0,0.9234833677780019,3,2,10053,13.751389431814733,0.07,0,4,1
30,65000,3,5.558571999274219,5,1,20000,13.174344668862778,0.31,0,5,1
27,12000,3,1.0588867179631494,2,0,6023,6.381750488458291,0.5058833007694472,0,6,1
24,98000,0,0.30941503446832863,0,2,13261,15.201099166210575,0.13077353758617083,0,3,1
26,22406,3,5.0,2,0,2500,6.76,0.11,0,2,1
28,11950,3,0.0,3,0,5609,11.737163169561589,0.4728326449708214,0,9,1
31,15000,2,3.8926933825203442,1,0,5000,11.147204194607696,0.33,0,10,1
22,14400,3,3.6659051799282127,2,0,4000,7.901393520731371,0.28,0,3,1
22,23103,3,0.602877949729506,0,1,7924,10.99,0.34698561025135244,0,4,1
23,30000,3,1.0,2,0,8400,10.99,0.28,0,2,1
25,45102,3,1.0,2,1,17881,11.811195889582375,0.39683379316803374,0,6,1
29,65000,3,4.727254038038842,2,0,20000,11.568607488770011,0.31,0,8,1
27,45000,3,0.6644965382650967,1,3,4166,16.308958338367248,0.09332248269132548,0,5,1
24,32568,3,1.84137998167739,2,2,17640,14.256021636889521,0.5428045999389247,0,3,1
24,58742,3,4.945350555955935,2,3,6220,15.197391973502008,0.09263662361011016,0,2,1
36,30000,3,2.0,0,0,12000,9.558528312102213,0.4,0,9,1
30,29000,2,5.0,2,2,9000,15.17258103275624,0.31,0,8,1
26,69000,3,0.5511566296539183,2,3,14724,15.126447822338063,0.21448843370346082,1,3,1
22,19763,3,3.3896355060427696,3,0,7923,12.161899828397882,0.3969481775302139,0,4,1
26,36000,3,3.305796110937348,3,2,9722,13.616162639453618,0.2730579611093735,0,7,1
23,54000,3,2.4681301774072955,4,3,20000,16.29689630181949,0.37,0,2,1
24,42000,3,3.1849469315022003,4,3,10000,15.327693793354525,0.24,0,2,1
29,72075,0,6.1006447643566295,1,2,9300,15.620895916611001,0.12699907890806195,1,5,1
23,12000,2,5.482427619409874,1,0,4814,7.083067038135086,0.4051757238059013,0,2,1
22,31045,3,1.3722308229007645,0,1,12000,10.282018719201018,0.38771294862849875,0,3,1
24,36000,3,3.91202000414797,4,0,15000,9.36518021248539,0.42,0,2,1
33,83625,3,0.0,2,2,19786,13.67760202440599,0.21860873099652456,0,11,1
24,30000,3,7.799500287628673,3,1,1860,12.325596581026389,0.06300124928092832,0,2,1
30,104433,0,13.193698804729701,0,1,23776,11.033767670054468,0.22104399718759932,0,5,1
27,54000,3,3.375358740249408,2,1,7937,11.44974070528521,0.14687679370124704,0,3,1
32,54000,0,2.9632783170718717,1,4,16000,18.528988737555988,0.3,0,9,1
26,74705,0,6.982989209724985,1,1,5017,11.481494604862492,0.07017010790275016,0,5,1
30,39997,3,3.0003887258985884,2,2,16833,12.943779072363714,0.42,0,5,1
24,58705,3,7.886366110249771,3,3,6000,15.21363280124033,0.1,0,3,1
27,34000,2,4.736791150066708,0,0,7500,7.397271096627412,0.22,0,4,1
28,58000,3,1.5462508866481661,2,1,20000,12.553913821105768,0.34,0,3,1
23,30000,3,3.1485525499020186,2,2,3000,14.755827875792964,0.1,0,2,1
25,45000,3,0.7395459877681145,2,2,15000,13.019632622614349,0.33,0,2,1
26,65097,3,9.060368868874608,0,0,24026,11.404481732285312,0.37,0,2,1
30,48996,3,1.0,2,4,10000,15.45,0.2,0,7,1
34,42000,3,2.9581946258397185,2,3,10901,14.900908879133471,0.26,0,9,1
33,33000,3,3.769401939189412,1,0,6988,9.013788633715142,0.21,0,8,1
41,62925,0,25.23753363240994,2,1,2978,10.996353886396584,0.04,0,13,1
24,12000,3,0.0,4,2,4000,13.889175044277286,0.33,1,3,1
25,49722,3,3.5337149208024914,3,3,8277,12.532917210327307,0.16693257015839502,0,4,1
26,52965,3,2.1741365648562847,3,3,4765,15.62,0.09,1,3,1
22,18000,2,0.8073995292991696,2,0,3500,8.643676819497975,0.19,0,3,1
29,64000,0,3.140272229281324,0,1,9914,10.619682941409032,0.1578506805732033,0,7,1
27,16000,0,0.87020019918666,0,2,5782,10.49027076686864,0.3625959960162668,0,7,1
30,29761,3,1.6027624178170816,0,0,17587,10.277569119823134,0.5920552483563416,0,5,1
26,30000,3,6.95423398849524,0,2,5000,14.351198429371177,0.17,0,4,1
25,43997,0,9.022224856823824,0,2,15000,10.951328749126548,0.34,0,2,1
22,30000,3,1.6024273919541878,0,2,12269,13.059345459023623,0.41,0,2,1
27,45998,3,6.837068818884537,0,1,18177,13.309303759438109,0.3970926720472114,0,4,1
23,73524,3,0.9512837962853091,5,2,12000,13.044562148160454,0.16,0,2,1
24,5185,3,0.0,1,0,1089,11.713165997546804,0.21149495028688473,0,2,1
21,19172,2,4.7262662842324135,1,0,3286,7.4168570753213565,0.17,0,2,1
24,55928,3,2.0,0,2,18165,13.52303664618291,0.3233105112448392,0,3,1
24,44000,3,0.0,4,0,1988,8.103335030307644,0.04960102304900524,0,4,1
27,75000,3,2.72514515520335,3,3,25000,13.391930325502392,0.33,0,4,1
22,50097,3,1.9833943648813115,3,1,16790,12.644073746326232,0.3380332112702374,0,3,1
30,65000,3,3.577251196029385,3,1,20000,11.728530860543987,0.31,0,7,1
34,84000,0,0.48231577072425535,0,2,20000,11.612347365608638,0.24,1,6,1
22,35000,3,5.324471653793067,0,1,12000,11.588404897682754,0.34,0,3,1
36,24170,3,1.9653096588709542,3,2,9921,13.124350582794381,0.4098265482943547,0,12,1
27,89111,1,2.4659215849714378,1,2,20000,11.483184316994288,0.20479552950982863,0,7,1
24,24000,3,2.01202059017725,3,0,10617,6.062094975773258,0.439759588196455,0,2,1
21,14400,2,1.9107345614623477,2,1,3000,9.690700498205604,0.21,0,2,1
23,26200,3,1.506660264086841,1,1,9000,12.107247090844107,0.34497779911971055,0,3,1
33,218491,2,4.3274632034163245,0,3,7802,14.16075679652953,0.03327463203416325,1,8,1
22,34881,3,4.64537442611068,0,2,1774,14.785814941891925,0.05096916284073787,1,4,1
31,36000,3,2.0,4,3,2820,15.490471558789448,0.08,0,9,1
26,75901,2,5.768860835736106,1,4,25000,19.25174030619272,0.33,0,5,1
23,120001,0,6.9948005526392185,2,2,8005,10.996499309200978,0.07002599723680392,0,2,1
23,42000,3,0.0,0,2,5000,10.99,0.12,0,2,1
25,35000,3,6.525382592545132,3,1,14547,11.448939302549029,0.4184179419751504,0,3,1
23,54000,0,7.235480795650765,0,3,5000,15.115417325129505,0.09,1,2,1
24,61317,0,8.606133777287814,1,3,19842,15.098418262668089,0.29575464890848746,0,2,1
21,44000,1,5.745419023545791,1,0,8500,9.868713623787905,0.19,0,2,1
27,39000,0,10.696391582807358,2,3,5000,17.89941530956825,0.13,0,6,1
29,52000,3,2.504486188831838,2,2,7000,13.85,0.13,0,8,1
24,27788,3,8.211302852662289,2,1,19915,10.37710051583151,0.720810828448213,0,2,1
33,30909,0,1.8180251088367765,4,1,8824,12.530465426754775,0.28818025108836776,0,6,1
25,51619,2,1.3423499401346342,1,0,5000,9.250071231493369,0.1,0,2,1
25,31182,2,4.259368945285671,2,3,3965,16.923714549506713,0.12913543684904777,1,4,1
24,29000,3,8.804800288113396,2,1,1004,12.070465659011033,0.03021688856876289,0,2,1
24,49000,1,0.6879829040075507,3,2,20000,13.976544461136196,0.41,0,3,1
32,34000,3,3.153696822475087,0,3,8000,17.230152347033194,0.24,0,13,1
26,48000,3,1.0,3,2,15000,11.938430737107637,0.31,0,2,1
33,34780,3,3.9882632237808453,0,3,7775,16.097681986696717,0.22501467097027394,0,7,1
27,19431,3,2.3345412817140176,2,0,9502,8.305828752991156,0.48778180427238005,0,9,1
21,15000,3,4.8308842386264965,4,0,4790,8.49,0.32,0,3,1
25,18000,2,1.7056761457673772,3,3,2500,15.096131863621473,0.14,0,6,1
22,48000,3,0.32155108923895526,0,1,17766,13.043043985957853,0.3706431021784779,0,3,1
37,134252,2,1.499152224295519,1,2,35000,12.774511590641705,0.2574957611214776,0,13,1
35,38302,3,3.3354413057405736,4,0,12000,8.401611230426592,0.31,0,11,1
24,72493,1,4.560084076403809,0,2,10000,14.19106816135829,0.14,0,3,1
23,74000,3,7.0,1,0,6989,6.750850733435373,0.09,0,2,1
21,52481,3,1.1456469139304706,3,1,16000,12.799599302732679,0.30036411728482615,0,3,1
33,30000,3,2.503985454744542,1,0,11987,9.449344145671551,0.4,0,6,1
26,79705,0,5.924465596026062,2,1,15129,11.423300701920649,0.1686042752317915,0,4,1
32,137906,2,0.1402895759277195,3,3,35000,18.61521550825277,0.25018705276790365,0,6,1
22,32000,2,7.184227645726087,3,2,15000,15.287763414685891,0.47,0,3,1
23,13095,3,1.5678979384602243,2,2,2895,13.195509766767383,0.22477367353846592,0,2,1
25,70000,3,3.0,4,1,25000,13.031037443337457,0.36,0,3,1
24,33567,2,5.541877864641693,2,1,2000,12.968217477775003,0.06,0,2,1
26,35000,3,7.898374139159888,3,1,13022,12.040812930420056,0.37420325172168023,0,2,1
24,39000,3,3.158668035409452,1,2,16000,13.810237552927621,0.41,0,2,1
30,56837,0,6.324460837836705,1,0,2729,8.861478414854837,0.05,0,5,1
24,47058,1,1.1812857638498175,2,1,25000,12.212594633203308,0.53,0,2,1
29,163000,2,5.5135576628822545,4,2,3931,15.513957707394916,0.02,0,6,1
25,58499,3,8.503592585564942,0,2,24000,15.215411755007061,0.41,0,6,1
25,94219,0,1.1095682450629174,4,4,25000,11.503875069345082,0.26890431754937083,1,2,1
28,30000,3,4.5312771510587675,0,1,12000,10.905338836527005,0.4,0,9,1
24,30000,3,4.0,2,2,1419,14.44787051204789,0.05,0,5,1
23,34009,3,0.0,0,0,11500,11.036830413933533,0.34,0,2,1
22,48000,3,6.0,1,0,15000,7.628875527230376,0.31,0,2,1
24,29062,3,0.0,1,4,3000,18.46391539169456,0.1,1,2,1
22,70000,3,5.748132109198071,0,1,22343,13.359266109441595,0.31687033027299516,0,2,1
31,32000,3,1.0,2,3,6859,15.252608791198002,0.21409295187589653,1,9,1
42,100000,0,3.1047815132774024,0,3,9895,15.33358957555572,0.09895218486722598,0,11,1
23,65902,0,7.177568234809651,0,3,4177,15.824203470031097,0.06,0,4,1
23,45000,3,2.929925420686911,2,1,14453,10.652926507516376,0.32,0,3,1
38,17353,3,4.281025651075808,1,1,1500,13.28871793615524,0.09,0,9,1
27,160627,3,7.243315776411725,2,4,25000,18.84544801864189,0.14189171055897068,1,6,1
23,50000,2,7.039902342543089,0,3,8015,15.819291217008264,0.1603990234254309,0,3,1
24,26091,2,2.9110352548780862,2,2,6154,12.470136541219444,0.23772241186280477,0,5,1
25,19180,3,1.0,4,0,9475,8.234472623833032,0.49,0,4,1
23,83143,3,3.6618327678768807,1,1,25156,10.99,0.2809247586735822,0,2,1
34,37000,3,2.5536762605360908,3,2,16184,13.082279376756015,0.4355367626053609,1,9,1
35,122444,1,2.5556855427906173,4,3,25000,16.084185769846673,0.2,0,9,1
38,34000,3,1.2819895214384829,1,2,14000,17.18747058615763,0.41,0,15,1
23,74800,0,6.727402226670535,3,3,14909,16.04088966599942,0.16909134075556848,0,2,1
27,31167,1,3.5855597899479905,0,2,2500,13.857412215453731,0.08,0,4,1
26,34000,3,0.0,0,1,5703,14.416370976633706,0.1631827402543635,0,8,1
24,30114,3,6.381643339198288,4,2,13000,13.603930703691443,0.43,0,4,1
25,37940,3,7.699550726677894,2,3,15000,15.484416414558336,0.3932511231833053,0,3,1
26,20899,3,3.4983550923006317,2,2,9874,15.46070782971681,0.4749835509230063,1,4,1
21,32000,0,3.4668496632852834,3,1,2500,12.552377532009253,0.08,0,2,1
34,14000,3,2.4500144346453516,3,2,4963,13.703824047044824,0.35633342956430236,0,10,1
